Symbol,Name,Country,Sector,Industry
CPTNW,Cepton Inc. Warrant,United States,Industrials,Industrial Machinery/Components
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,United States,Real Estate,Real Estate
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
GOOGL,Alphabet Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
NWTNW,NWTN Inc. Warrant,United Arab Emirates,Consumer Discretionary,Auto Manufacturing
HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,Canada,,
PAVMZ,PAVmed Inc. Series Z Warrant,United States,Health Care,Medical/Dental Instruments
VSTEW,Vast Renewables Limited Warrants,Australia,,
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,Finance,Major Banks
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
HTOOW,Fusion Fuel Green PLC Warrant,Ireland,Utilities,Natural Gas Distribution
COMSW,COMSovereign Holding Corp. Warrants,United States,Consumer Discretionary,Telecommunications Equipment
ADNWW,Advent Technologies Holdings Inc. Warrant,United States,Utilities,Power Generation
AFRIW,Forafric Global PLC Warrants,Gibraltar,Consumer Staples,Packaged Foods
GLSTW,Global Star Acquisition Inc. Warrants,United States,Industrials,Consumer Electronics/Appliances
WAFDP,WaFd Inc. Depositary Shares,United States,Finance,Major Banks
GMBLP,Esports Entertainment Group Inc. 10.0% Series A Cumulative Redeemable Convertible Preferred Stock,Malta,Consumer Discretionary,Services-Misc. Amusement & Recreation
NXPLW,NextPlat Corp Warrants,United States,Telecommunications,Telecommunications Equipment
ADSEW,ADS-TEC ENERGY PLC Warrant,Ireland,Consumer Discretionary,Industrial Specialties
OABIW,OmniAb Inc. Warrant,United States,,
HSCSW,Heart Test Laboratories Inc. Warrant,United States,Health Care,Medical Specialities
COOLW,Corner Growth Acquisition Corp. Warrant,United States,Finance,Blank Checks
OAKUR,Oak Woods Acquisition Corporation Right,Canada,Finance,Blank Checks
OAKUW,Oak Woods Acquisition Corporation Warrant,Canada,Finance,Blank Checks
ADOCW,Edoc Acquisition Corp. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCR,Edoc Acquisition Corp. Right,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGBAW,AGBA Group Holding Limited Warrant,Hong Kong,Finance,Investment Managers
COOLU,Corner Growth Acquisition Corp. Unit,United States,Finance,Blank Checks
VWEWW,Vintage Wine Estates Inc. Warrants,United States,Consumer Staples,Beverages (Production/Distribution)
NXLIW,Nexalin Technology Inc. Warrant,United States,Health Care,Medical Specialities
CONXW,CONX Corp. Warrant,United States,Finance,Blank Checks
HSPOR,Horizon Space Acquisition I Corp. Right,United States,Finance,Blank Checks
HSPOU,Horizon Space Acquisition I Corp. Unit,United States,Finance,Blank Checks
PARAA,Paramount Global Class A Common Stock,United States,Industrials,Broadcasting
CNGLU,Canna-Global Acquisition Corp Unit,United States,Finance,Blank Checks
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,United States,Utilities,Power Generation
CNFRZ,Conifer Holdings Inc. 9.75% Senior Unsecured Notes due 2028,United States,,
DATSW,DatChat Inc. Series A Warrant,United States,Technology,Computer Software: Prepackaged Software
NRXPW,NRX Pharmaceuticals Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,United States,Consumer Discretionary,Business Services
UHGWW,United Homes Group Inc. Warrant,United States,Consumer Discretionary,Homebuilding
ONYXW,Onyx Acquisition Co. I Warrant,United States,Finance,Blank Checks
CMCAW,Capitalworks Emerging Markets Acquisition Corp Warrant,United States,Finance,Blank Checks
CMCAU,Capitalworks Emerging Markets Acquisition Corp Unit,United States,Finance,Blank Checks
AMPGW,Amplitech Group Inc. Warrants,United States,Telecommunications,Telecommunications Equipment
NRSNW,NeuroSense Therapeutics Ltd. Warrant,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
GATEW,Marblegate Acquisition Corp. Warrant,United States,Finance,Blank Checks
CMAXW,CareMax Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
UCBIO,United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock,United States,Finance,Major Banks
GSDWW,Global Systems Dynamics Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
ZFOXW,ZeroFox Holdings Inc. Warrants,United States,Technology,EDP Services
CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Consumer Discretionary,Movies/Entertainment
PLAOU,Patria Latin American Opportunity Acquisition Corp. Unit,Cayman Islands,Finance,Blank Checks
PLAOW,Patria Latin American Opportunity Acquisition Corp. Warrant,Cayman Islands,Finance,Blank Checks
ONMDW,OneMedNet Corp Warrant,United Kingdom,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GAMCW,Golden Arrow Merger Corp. Warrant,United States,Finance,Blank Checks
ZIONL,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,United States,Finance,Major Banks
PETVW,PetVivo Holdings Inc. Warrant,United States,Health Care,Medical/Dental Instruments
GBBKR,Global Blockchain Acquisition Corp. Right,United States,Finance,Blank Checks
CMCSA,Comcast Corporation Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Greece,Consumer Discretionary,Marine Transportation
DAVEW,Dave Inc. Warrants,United States,Technology,Retail: Computer Software & Peripheral Equipment
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
CMPOW,CompoSecure Inc. Warrant,United States,Finance,Finance: Consumer Services
IMTXW,Immatics N.V. Warrants,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
YSBPW,YS Biopharma Co. Ltd. Warrants,China,Finance,Blank Checks
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,United States,Finance,Major Banks
GCMGW,GCM Grosvenor Inc. Warrant,United States,Finance,Finance/Investors Services
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,United States,Finance,Finance Companies
ABLLL,Abacus Life Inc. 9.875% Fixed Rate Senior Notes due 2028,United States,,
PIIIW,P3 Health Partners Inc. Warrant,United States,Health Care,Medical/Nursing Services
UONEK,Urban One Inc. Class D Common Stock,United States,Consumer Discretionary,Broadcasting
DBGIW,Digital Brands Group Inc. Warrant,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
INAQW,Insight Acquisition Corp. Warrant,United States,Finance,Blank Checks
ABLVW,Able View Global Inc. Warrant,China,,
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,United States,Finance,Major Banks
ZAPPW,Zapp Electric Vehicles Group Limited Warrant,Thailand,Finance,Blank Checks
ABLLW,Abacus Life Inc. Warrant,United States,Finance,Investment Managers
GAMCU,Golden Arrow Merger Corp. Unit,United States,Finance,Blank Checks
ZIONO,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G,United States,Finance,Major Banks
DCFCW,Tritium DCFC Limited Warrant,Australia,Technology,Electronic Components
CSLMW,CSLM Acquisition Corp. Warrant,United States,Finance,Blank Checks
PLTNR,Plutonian Acquisition Corp. Rights,United States,Finance,Blank Checks
PLTNU,Plutonian Acquisition Corp. Unit,United States,Finance,Blank Checks
CLOEU,Clover Leaf Capital Corp. Unit,United States,Finance,Blank Checks
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,United States,,
CLOER,Clover Leaf Capital Corp. Rights,United States,Finance,Blank Checks
PLTNW,Plutonian Acquisition Corp. Warrant,United States,Finance,Blank Checks
CLNNW,Clene Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CSLMR,CSLM Acquisition Corp. Right,United States,Finance,Blank Checks
NPABW,New Providence Acquisition Corp. II Warrant,United States,Finance,Blank Checks
FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,United States,Industrials,Broadcasting
AACIW,Armada Acquisition Corp. I Warrant,United States,Finance,Blank Checks
NOVVW,Nova Vision Acquisition Corp. Warrant,Hong Kong,Finance,Blank Checks
AOGOW,Arogo Capital Acquisition Corp. Warrant,United States,Technology,Computer Software: Prepackaged Software
GTACW,Global Technology Acquisition Corp. I Warrant,United States,Finance,Blank Checks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,United States,Finance,Major Banks
AONCW,American Oncology Network Inc. Warrant,United States,Health Care,Medical/Nursing Services
INVZW,Innoviz Technologies Ltd. Warrant,Israel,Consumer Discretionary,Auto Parts:O.E.M.
INTEW,Integral Acquisition Corporation 1 Warrants,United States,Finance,Blank Checks
FWONK,Liberty Media Corporation Series C Liberty Formula One Common Stock,United States,Consumer Discretionary,Movies/Entertainment
ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),United States,Finance,Major Banks
PLMIW,Plum Acquisition Corp. I Warrant,United States,Finance,Blank Checks
AMSWA,American Software Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,United States,Consumer Discretionary,Movies/Entertainment
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,United States,Finance,Finance: Consumer Services
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,United States,Finance,Finance: Consumer Services
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,United States,Finance,Finance: Consumer Services
ONFOW,Onfolio Holdings Inc. Warrant,United States,Technology,Computer Software: Programming Data Processing
CLVRW,Clever Leaves Holdings Inc. Warrant,Colombia,Health Care,Pharmaceuticals and Biotechnology
PLMIU,Plum Acquisition Corp. I Units,United States,Finance,Blank Checks
TWLVW,Twelve Seas Investment Company II Warrant,United States,Finance,Blank Checks
ANGHW,Anghami Inc. Warrants,United Arab Emirates,Consumer Discretionary,Telecommunications Equipment
CSSEL,Chicken Soup for the Soul Entertainment Inc. Warrant,United States,Consumer Discretionary,Movies/Entertainment
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
GSMGW,Cheer Holding Inc. Warrant expiring 2/13/2025,China,Technology,EDP Services
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,United States,Finance,Major Banks
NRACW,Northern Revival Acquisition Corporation Warrant,United States,Finance,Blank Checks
NRACU,Northern Revival Acquisition Corporation Unit,United States,Finance,Blank Checks
AAGRW,African Agriculture Holdings Inc. Warrant,United States,Finance,Finance: Consumer Services
ZURAW,Zura Bio Limited Warrants,Cayman Islands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRRRW,Gorilla Technology Group Inc. Warrant,Taiwan,Technology,Computer Software: Prepackaged Software
CURIW,CuriosityStream Inc. Warrant,United States,Consumer Discretionary,Movies/Entertainment
ACACW,Acri Capital Acquisition Corporation Warrant,United States,Finance,Blank Checks
HCVIW,Hennessy Capital Investment Corp. VI Warrant,United States,Finance,Blank Checks
IMKTA,Ingles Markets Incorporated Class A Common Stock,United States,Consumer Staples,Food Chains
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,United States,Finance,Real Estate
GROMW,Grom Social Enterprises Inc. Warrants,United States,Technology,Computer Software: Programming Data Processing
GDSTR,Goldenstone Acquisition Limited Rights,United States,Finance,Blank Checks
CTCXW,Carmell Corporation Warrant,United States,Health Care,Medical/Dental Instruments
IMAQW,International Media Acquisition Corp. Warrants,United States,Consumer Discretionary,Movies/Entertainment
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,United States,Finance,Finance Companies
IINNW,Inspira Technologies Oxy B.H.N. Ltd. Warrant,Israel,Health Care,Medical/Dental Instruments
IMAQR,International Media Acquisition Corp. Rights,United States,Consumer Discretionary,Movies/Entertainment
ACABU,Atlantic Coastal Acquisition Corp. II Unit,United States,Finance,Blank Checks
ACAXR,Alset Capital Acquisition Corp. Right,United States,Health Care,Other Pharmaceuticals
ALSAR,Alpha Star Acquisition Corporation Rights,United States,Finance,Blank Checks
HCMAW,HCM Acquisition Corp Warrant,United States,Finance,Blank Checks
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,United States,Finance,Finance: Consumer Services
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
ACAHW,Atlantic Coastal Acquisition Corp. Warrant,United States,Finance,Blank Checks
IMACW,IMAC Holdings Inc. Warrant,United States,Health Care,Medical Specialities
PFTAW,Perception Capital Corp. III Warrant,United States,Finance,Blank Checks
NTRBW,Nutriband Inc. Warrant,United States,Health Care,Industrial Specialties
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,United States,Finance,Finance: Consumer Services
HCVIU,Hennessy Capital Investment Corp. VI Unit,United States,Finance,Blank Checks
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,United States,Finance,Finance Companies
PFTAU,Perception Capital Corp. III Unit,United States,Finance,Blank Checks
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,United States,Finance,Finance Companies
ALTUW,Altitude Acquisition Corp. Warrant,United States,Finance,Blank Checks
ACAXW,Alset Capital Acquisition Corp. Warrant,United States,Health Care,Other Pharmaceuticals
PGYWW,Pagaya Technologies Ltd. Warrants,Israel,Finance,Finance: Consumer Services
ALVOW,Alvotech Warrant,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
USCTW,Roth CH Acquisition Co. Warrant,United States,Finance,Blank Checks
GDEVW,GDEV Inc. Warrant,Cyprus,Technology,EDP Services
NUBIU,Nubia Brand International Corp. Unit,United States,Finance,Blank Checks
PETWW,Wag! Group Co Warrant,United States,Technology,EDP Services
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,United States,Finance,Finance: Consumer Services
OHAAW,OPY Acquisition Corp. I Warrant,United States,Finance,Blank Checks
USGOW,U.S. GoldMining Inc. Warrant,United States,Basic Materials,Precious Metals
MMYT,MakeMyTrip Limited Ordinary Shares,India,Consumer Discretionary,Transportation Services
OMQS,OMNIQ Corp. Common Stock,United States,Technology,EDP Services
MLKN,MillerKnoll Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
MGRM,Monogram Orthopaedics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
OCUL,Ocular Therapeutix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States,Energy,Oil Refining/Marketing
MPTI,M-tron Industries Inc. Common Stock,,,
MIDD,Middleby Corporation (The) Common Stock,United States,Industrials,Industrial Machinery/Components
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,United States,Finance,Investment Managers
MPLN,MultiPlan Corporation Class A Common Stock,United States,Consumer Discretionary,Business Services
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MHLD,Maiden Holdings Ltd.,Bermuda,Finance,Property-Casualty Insurers
MMAT,Meta Materials Inc. Common Stock,United States,Technology,Semiconductors
OMIC,Singular Genomics Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MOVE,Movano Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MNKD,MannKind Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,United States,Health Care, Medicinal Chemicals and Botanical Products 
OFIX,Orthofix Medical Inc. Common Stock (DE),Curacao,Health Care,Medical/Dental Instruments
MIGI,Mawson Infrastructure Group Inc. Common Stock,Australia,Finance,Finance: Consumer Services
MMSI,Merit Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OABI,OmniAb Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MOTS,Motus GI Holdings Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments
MGRX,Mangoceuticals Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MRKR,Marker Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MLSS,Milestone Scientific Inc. Common Stock,United States,Health Care,Industrial Specialties
ODFL,Old Dominion Freight Line Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
MLNK,MeridianLink Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel,Technology,EDP Services
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,Finance,Property-Casualty Insurers
MLYS,Mineralys Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OCUP,Ocuphire Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRDB,MariaDB plc Ordinary Shares,United States,Finance,Blank Checks
MNDY,monday.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
MRCY,Mercury Systems Inc Common Stock,United States,,
MRCC,Monroe Capital Corporation Common Stock,United States,Finance,Investment Managers
OESX,Orion Energy Systems Inc. Common Stock,United States,Consumer Discretionary,Building Products
MRBK,Meridian Corporation Common Stock,United States,Finance,Major Banks
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,United States,Technology,EDP Services
MGYR,Magyar Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,Finance,Property-Casualty Insurers
MRAM,Everspin Technologies Inc. Common Stock,United States,Technology,Semiconductors
MRAI,Marpai Inc. Class A Common Stock,United States,Health Care,Managed Health Care
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,China,Health Care,Medical Specialities
MICS,The Singing Machine Company Inc. Common Stock,United States,Consumer Staples,Diversified Electronic Products
NYXH,Nyxoah SA Ordinary Shares,Belgium,Health Care,Medical/Dental Instruments
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OFLX,Omega Flex Inc. Common Stock,United States,Industrials,Industrial Specialties
MITT,AG Mortgage Investment Trust Inc. Preferred Series B,United States,,
MIMO,Airspan Networks Holdings Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
MLAB,Mesa Laboratories Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
OHAA,OPY Acquisition Corp. I Class A Common Stock,United States,Finance,Blank Checks
MODD,Modular Medical Inc. Common Stock,United States,Health Care,Industrial Specialties
MODG,Topgolf Callaway Brands Corp. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
MKTW,MarketWise Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
OCAX,OCA Acquisition Corp. Class A Common Stock,United States,Finance,Blank Checks
MNTX,Manitex International Inc. Common Stock,United States,Technology,Industrial Machinery/Components
MNTS,Momentus Inc. Class A Common Stock,United States,,
OLPX,Olaplex Holdings Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,Consumer Discretionary,Hotels/Resorts
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,United States,Finance,Blank Checks
OBLG,Oblong Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Mexico,Consumer Discretionary,Aerospace
OMCL,Omnicell Inc. Common Stock ($0.001 par value),United States,Technology,Computer Manufacturing
OCCI,OFS Credit Company Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
OKTA,Okta Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
OLMA,Olema Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MOBX,Mobix Labs Inc. Class A Common Stock,United States,,
MITK,Mitek Systems Inc. Common Stock,United States,Technology,Computer peripheral equipment
MITQ,Moving iMage Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares,China,Technology,Computer Software: Programming Data Processing
MKSI,MKS Instruments Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MKFG,Markforged Holding Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
OKYO,OKYO Pharma Limited Ordinary Shares,Guernsey,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa,Technology,Computer Software: Prepackaged Software
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
OLED,Universal Display Corporation Common Stock,United States,Technology,Semiconductors
OCEA,Ocean Biomedical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MIST,Milestone Pharmaceuticals Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
MODV,ModivCare Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,Canada,Finance,Blank Checks
MORN,Morningstar Inc. Common Stock,United States,Finance,Investment Managers
OCSL,Oaktree Specialty Lending Corporation Common Stock,United States,Finance,Finance: Consumer Services
MOLN,Molecular Partners AG American Depositary Shares,Switzerland,,
MOMO,Hello Group Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
MOND,Mondee Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Transportation Services
MLEC,Moolec Science SA Ordinary Shares,Luxembourg,Finance,Blank Checks
MORF,Morphic Holding Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OCFC,OceanFirst Financial Corp. Common Stock,United States,Finance,Major Banks
OMER,Omeros Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
MIND,MIND Technology Inc. Common Stock (DE),United States,Industrials,Industrial Machinery/Components
MLGO,MicroAlgo Inc. Ordinary Shares,United States,Technology,EDP Services
MNPR,Monopar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNOV,Medicinova Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OCTO,Eightco Holdings Inc. Common Stock,United States,,
OGEN,Oragenics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OBDC,Blue Owl Capital Corporation Common Stock,,Finance,Investment Managers
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,Consumer Discretionary,Business Services
MOGO,Mogo Inc. Common Shares,Canada,Finance,Finance: Consumer Services
MOFG,MidWestOne Financial Gp Common Stock,United States,Finance,Major Banks
MNSB,MainStreet Bancshares Inc. Common Stock,United States,Finance,Major Banks
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,China,Consumer Discretionary,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,United States,Consumer Staples,Beverages (Production/Distribution)
MINM,Minim Inc. Common Stock,United States,Utilities,Telecommunications Equipment
OMGA,Omega Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNTK,Montauk Renewables Inc. Common Stock,United States,Utilities,Natural Gas Distribution
MIRA,MIRA Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares,United States,Health Care, Medicinal Chemicals and Botanical Products 
OMEX,Odyssey Marine Exploration Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
OCGN,Ocugen Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,,Finance,Blank Checks
MODN,Model N Inc. Common Stock,United States,Technology,EDP Services
NOTV,Inotiv Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRSN,Mersana Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,United States,,
NETI,Eneti Inc. Common Stock,Monaco,Consumer Discretionary,Marine Transportation
NEWP,New Pacific Metals Corp. Common Shares,,Basic Materials,Precious Metals
NEWT,NewtekOne Inc. Common Stock,United States,Finance,Major Banks
NTNX,Nutanix Inc. Class A Common Stock,United States,Technology,EDP Services
NTLA,Intellia Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
